colour	x	y	group	key	tooltip
#FFF9F7	10.4645021645022	57	1	6032	prediction=10
#FFF9F7	10.4777777777778	57.02886002886	1	6033	prediction=10
#FFF9F7	10.6636363636364	57.02886002886	1	6034	prediction=10
#FFF9F7	10.8362193362193	57.4040404040404	1	6035	prediction=10
#FFF9F7	10.8494949494949	57.4329004329004	1	6036	prediction=10
#FFF9F7	11.0220779220779	57.8080808080808	1	6037	prediction=10
#FFF9F7	11.0353535353535	57.8369408369408	1	6038	prediction=10
#FFF9F7	11.2212121212121	57.8369408369408	1	6039	prediction=10
#FFF9F7	11.3937950937951	58.2121212121212	1	6040	prediction=10
#FFF9F7	11.4070707070707	58.2409812409813	1	6041	prediction=10
#FFF9F7	11.5929292929293	58.2409812409813	1	6042	prediction=10
#FFF9F7	11.7655122655123	58.6161616161616	1	6043	prediction=10
#FFF9F7	11.7787878787879	58.6450216450217	1	6044	prediction=10
#FFF9F7	11.9646464646465	58.6450216450217	1	6045	prediction=10
#FFF9F7	12.1372294372294	59.020202020202	1	6046	prediction=10
#FFF9F7	12.1505050505051	59.0490620490621	1	6047	prediction=10
#FFF9F7	12.3363636363636	59.0490620490621	1	6048	prediction=10
#FFF9F7	12.5089466089466	59.4242424242424	1	6049	prediction=10
#FFF9F7	12.5222222222222	59.4531024531025	1	6050	prediction=10
#FFF9F7	12.7080808080808	59.4386724386724	1	6051	prediction=10
#FFF9F7	12.8873015873016	59.8282828282828	1	6052	prediction=10
#FFF9F7	12.8939393939394	59.8427128427128	1	6053	prediction=10
#FFF9F7	13.079797979798	59.8427128427128	1	6054	prediction=10
#FFF9F7	13.2656565656566	59.8427128427128	1	6055	prediction=10
#FFF9F7	13.4448773448773	60.2323232323232	1	6056	prediction=10
#FFF9F7	13.4515151515152	60.2467532467533	1	6057	prediction=10
#FFF9F7	13.6373737373737	60.2467532467533	1	6058	prediction=10
#FFF9F7	13.8232323232323	60.2467532467533	1	6059	prediction=10
#FFF9F7	14.0024531024531	60.6363636363636	1	6060	prediction=10
#FFF9F7	14.0090909090909	60.6507936507937	1	6061	prediction=10
#FFF9F7	14.1949494949495	60.6507936507937	1	6062	prediction=10
#FFF9F7	14.3808080808081	60.6507936507937	1	6063	prediction=10
#FFF9F7	14.5666666666667	60.8383838383838	1	6064	prediction=10
#FFF9F7	14.7525252525252	60.8383838383838	1	6065	prediction=10
#FFF9F7	14.9383838383838	60.8383838383838	1	6066	prediction=10
#FFF9F7	15.1242424242424	60.8383838383838	1	6067	prediction=10
#FFF9F7	15.310101010101	60.8383838383838	1	6068	prediction=10
#FFF9F7	15.4030303030303	60.6363636363636	1	6069	prediction=10
#FFF9F7	15.4959595959596	60.5786435786436	1	6070	prediction=10
#FFF9F7	15.5225108225108	60.6363636363636	1	6071	prediction=10
#FFF9F7	15.6818181818182	60.982683982684	1	6072	prediction=10
#FFF9F7	15.8676767676768	60.982683982684	1	6073	prediction=10
#FFF9F7	16.0535353535354	60.982683982684	1	6074	prediction=10
#FFF9F7	16.0800865800866	61.040404040404	1	6075	prediction=10
#FFF9F7	16.2393939393939	61.3867243867244	1	6076	prediction=10
#FFF9F7	16.4252525252525	61.3867243867244	1	6077	prediction=10
#FFF9F7	16.6111111111111	61.3867243867244	1	6078	prediction=10
#FFF9F7	16.6376623376623	61.4444444444445	1	6079	prediction=10
#FFF9F7	16.7969696969697	61.7907647907648	1	6080	prediction=10
#FFF9F7	16.9828282828283	61.7907647907648	1	6081	prediction=10
#FFF9F7	17.0093795093795	61.8484848484849	1	6082	prediction=10
#FFF9F7	17.1686868686869	62.1948051948052	1	6083	prediction=10
#FFF9F7	17.3545454545455	62.1948051948052	1	6084	prediction=10
#FFF9F7	17.540404040404	62.1948051948052	1	6085	prediction=10
#FFF9F7	17.5669552669553	62.2525252525253	1	6086	prediction=10
#FFF9F7	17.7262626262626	62.5988455988456	1	6087	prediction=10
#FFF9F7	17.9121212121212	62.5988455988456	1	6088	prediction=10
#FFF9F7	18.0979797979798	62.5988455988456	1	6089	prediction=10
#FFF9F7	18.124531024531	62.6565656565657	1	6090	prediction=10
#FFF9F7	18.2838383838384	63.002886002886	1	6091	prediction=10
#FFF9F7	18.469696969697	63.002886002886	1	6092	prediction=10
#FFF9F7	18.4962481962482	63.0606060606061	1	6093	prediction=10
#FFF9F7	18.6555555555556	63.2626262626263	1	6094	prediction=10
#FFF9F7	18.8414141414141	63.2626262626263	1	6095	prediction=10
#FFF9F7	19.0272727272727	63.2626262626263	1	6096	prediction=10
#FFF9F7	19.2131313131313	63.2626262626263	1	6097	prediction=10
#FFF9F7	19.3060606060606	63.4646464646465	1	6098	prediction=10
#FFF9F7	19.3989898989899	63.6666666666667	1	6099	prediction=10
#FFF9F7	19.5848484848485	63.6666666666667	1	6100	prediction=10
#FFF9F7	19.7707070707071	63.6666666666667	1	6101	prediction=10
#FFF9F7	19.9565656565657	63.6666666666667	1	6102	prediction=10
#FFF9F7	20.1424242424242	63.6666666666667	1	6103	prediction=10
#FFF9F7	20.2353535353535	63.8686868686869	1	6104	prediction=10
#FFF9F7	20.3282828282828	64.0707070707071	1	6105	prediction=10
#FFF9F7	20.5141414141414	64.0707070707071	1	6106	prediction=10
#FFF9F7	20.7	64.0707070707071	1	6107	prediction=10
#FFF9F7	12.1505050505051	79.5800865800866	2	6108	prediction=10
#FFF9F7	12.1248693834901	79.6262626262626	2	6109	prediction=10
#FFF9F7	12.1505050505051	79.7032227032227	2	6110	prediction=10
#FFF9F7	12.300962000962	80.030303030303	2	6111	prediction=10
#FFF9F7	12.3363636363636	80.1072631072631	2	6112	prediction=10
#FFF9F7	12.4868205868206	80.4343434343434	2	6113	prediction=10
#FFF9F7	12.5222222222222	80.5113035113035	2	6114	prediction=10
#FFF9F7	12.7080808080808	80.5113035113035	2	6115	prediction=10
#FFF9F7	12.8585377585378	80.8383838383838	2	6116	prediction=10
#FFF9F7	12.8939393939394	80.9153439153439	2	6117	prediction=10
#FFF9F7	13.0443963443963	81.2424242424243	2	6118	prediction=10
#FFF9F7	13.079797979798	81.3193843193843	2	6119	prediction=10
#FFF9F7	13.2656565656566	81.2771804062127	2	6120	prediction=10
#FFF9F7	13.2816444009992	81.2424242424243	2	6121	prediction=10
#FFF9F7	13.4515151515152	80.8731400021723	2	6122	prediction=10
#FFF9F7	13.6373737373737	80.8731400021723	2	6123	prediction=10
