colour	x	y	group	key	tooltip
#FFF3EF	10.8494949494949	74.2819100091827	1	25812	prediction=15
#FFF3EF	10.8072543617998	74.3737373737374	1	25813	prediction=15
#FFF3EF	10.8494949494949	74.4314574314574	1	25814	prediction=15
#FFF3EF	11.0353535353535	74.4314574314574	1	25815	prediction=15
#FFF3EF	11.2212121212121	74.4958891237961	1	25816	prediction=15
#FFF3EF	11.4070707070707	74.5238095238095	1	25817	prediction=15
#FFF3EF	11.5929292929293	74.5238095238095	1	25818	prediction=15
#FFF3EF	11.7787878787879	74.5238095238095	1	25819	prediction=15
#FFF3EF	11.9646464646465	74.5238095238095	1	25820	prediction=15
#FFF3EF	12.1424242424242	74.7777777777778	1	25821	prediction=15
#FFF3EF	12.1505050505051	74.7953447518665	1	25822	prediction=15
#FFF3EF	12.3282828282828	75.1818181818182	1	25823	prediction=15
#FFF3EF	12.3363636363636	75.1937017231135	1	25824	prediction=15
#FFF3EF	12.5167557932264	75.5858585858586	1	25825	prediction=15
#FFF3EF	12.5222222222222	75.5952548743246	1	25826	prediction=15
#FFF3EF	12.7080808080808	75.5952548743246	1	25827	prediction=15
#FFF3EF	12.8939393939394	75.5952548743246	1	25828	prediction=15
#FFF3EF	12.9145903479237	75.5858585858586	1	25829	prediction=15
#FFF3EF	13.079797979798	75.2267115600449	1	25830	prediction=15
#FFF3EF	13.1143763213531	75.1818181818182	1	25831	prediction=15
#FFF3EF	13.1143763213531	74.7777777777778	1	25832	prediction=15
#FFF3EF	13.2656565656566	74.4489076814658	1	25833	prediction=15
#FFF3EF	13.3002349072117	74.3737373737374	1	25834	prediction=15
#FFF3EF	13.3002349072117	73.969696969697	1	25835	prediction=15
#FFF3EF	13.4515151515152	73.8013468013468	1	25836	prediction=15
#FFF3EF	13.5762695447627	73.5656565656566	1	25837	prediction=15
#FFF3EF	13.5762695447627	73.1616161616162	1	25838	prediction=15
#FFF3EF	13.5762695447627	72.7575757575758	1	25839	prediction=15
#FFF3EF	13.4515151515152	72.6397306397306	1	25840	prediction=15
#FFF3EF	13.2656565656566	72.6397306397306	1	25841	prediction=15
#FFF3EF	13.1340067340067	72.3535353535354	1	25842	prediction=15
#FFF3EF	13.079797979798	72.2090245520903	1	25843	prediction=15
#FFF3EF	12.8939393939394	72.1346801346801	1	25844	prediction=15
#FFF3EF	12.7080808080808	72.1346801346801	1	25845	prediction=15
#FFF3EF	12.5222222222222	72.1346801346801	1	25846	prediction=15
#FFF3EF	12.3363636363636	72.1346801346801	1	25847	prediction=15
#FFF3EF	12.1505050505051	72.1346801346801	1	25848	prediction=15
#FFF3EF	12.029696969697	72.3535353535354	1	25849	prediction=15
#FFF3EF	11.9646464646465	72.4949494949495	1	25850	prediction=15
#FFF3EF	11.7787878787879	72.4949494949495	1	25851	prediction=15
#FFF3EF	11.5929292929293	72.4949494949495	1	25852	prediction=15
#FFF3EF	11.4831037649219	72.7575757575758	1	25853	prediction=15
