colour	x	y	group	key	tooltip
#FFEDE7	20.7	57.479797979798	1	54085	prediction=20
#FFEDE7	20.5489898989899	57.8080808080808	1	54086	prediction=20
#FFEDE7	20.5141414141414	57.8838383838384	1	54087	prediction=20
#FFEDE7	20.3282828282828	57.8838383838384	1	54088	prediction=20
#FFEDE7	20.1772727272727	58.2121212121212	1	54089	prediction=20
#FFEDE7	20.1424242424242	58.2878787878788	1	54090	prediction=20
#FFEDE7	19.9914141414141	58.6161616161616	1	54091	prediction=20
#FFEDE7	19.9565656565657	58.6919191919192	1	54092	prediction=20
#FFEDE7	19.7707070707071	58.6919191919192	1	54093	prediction=20
#FFEDE7	19.619696969697	59.020202020202	1	54094	prediction=20
#FFEDE7	19.5848484848485	59.0959595959596	1	54095	prediction=20
#FFEDE7	19.4338383838384	59.4242424242424	1	54096	prediction=20
#FFEDE7	19.3989898989899	59.5	1	54097	prediction=20
#FFEDE7	19.2131313131313	59.5	1	54098	prediction=20
#FFEDE7	19.0621212121212	59.8282828282828	1	54099	prediction=20
#FFEDE7	19.0272727272727	59.9040404040404	1	54100	prediction=20
#FFEDE7	18.8762626262626	60.2323232323232	1	54101	prediction=20
#FFEDE7	18.8414141414141	60.3080808080808	1	54102	prediction=20
#FFEDE7	18.6555555555556	60.3080808080808	1	54103	prediction=20
#FFEDE7	18.5045454545455	60.6363636363636	1	54104	prediction=20
#FFEDE7	18.469696969697	60.7121212121212	1	54105	prediction=20
#FFEDE7	18.3186868686869	61.040404040404	1	54106	prediction=20
#FFEDE7	18.2838383838384	61.1161616161616	1	54107	prediction=20
#FFEDE7	18.0979797979798	61.1161616161616	1	54108	prediction=20
#FFEDE7	17.9469696969697	61.4444444444445	1	54109	prediction=20
#FFEDE7	17.9121212121212	61.520202020202	1	54110	prediction=20
#FFEDE7	17.7611111111111	61.8484848484849	1	54111	prediction=20
#FFEDE7	17.7262626262626	61.9242424242424	1	54112	prediction=20
#FFEDE7	17.540404040404	61.9242424242424	1	54113	prediction=20
#FFEDE7	17.3893939393939	62.2525252525253	1	54114	prediction=20
#FFEDE7	17.3545454545455	62.3282828282828	1	54115	prediction=20
#FFEDE7	17.2035353535354	62.6565656565657	1	54116	prediction=20
#FFEDE7	17.1686868686869	62.7323232323232	1	54117	prediction=20
#FFEDE7	16.9828282828283	62.7323232323232	1	54118	prediction=20
#FFEDE7	16.8318181818182	63.0606060606061	1	54119	prediction=20
#FFEDE7	16.7969696969697	63.1363636363636	1	54120	prediction=20
#FFEDE7	16.6459595959596	63.4646464646465	1	54121	prediction=20
#FFEDE7	16.6111111111111	63.540404040404	1	54122	prediction=20
#FFEDE7	16.460101010101	63.8686868686869	1	54123	prediction=20
#FFEDE7	16.4252525252525	63.9444444444445	1	54124	prediction=20
#FFEDE7	16.2393939393939	63.9444444444445	1	54125	prediction=20
#FFEDE7	16.0883838383838	64.2727272727273	1	54126	prediction=20
#FFEDE7	16.0535353535354	64.3484848484849	1	54127	prediction=20
#FFEDE7	15.9025252525253	64.6767676767677	1	54128	prediction=20
#FFEDE7	15.8676767676768	64.7525252525253	1	54129	prediction=20
#FFEDE7	15.6818181818182	64.7525252525253	1	54130	prediction=20
#FFEDE7	15.5308080808081	65.0808080808081	1	54131	prediction=20
#FFEDE7	15.4959595959596	65.1565656565657	1	54132	prediction=20
#FFEDE7	15.3449494949495	65.4848484848485	1	54133	prediction=20
#FFEDE7	15.3952861952862	65.8888888888889	1	54134	prediction=20
#FFEDE7	15.4959595959596	66.1077441077441	1	54135	prediction=20
#FFEDE7	15.6818181818182	66.1077441077441	1	54136	prediction=20
#FFEDE7	15.7670033670034	66.2929292929293	1	54137	prediction=20
#FFEDE7	15.8676767676768	66.6430976430977	1	54138	prediction=20
#FFEDE7	16.0535353535354	66.6430976430977	1	54139	prediction=20
#FFEDE7	16.2393939393939	66.6430976430977	1	54140	prediction=20
#FFEDE7	16.4252525252525	66.6430976430977	1	54141	prediction=20
#FFEDE7	16.6111111111111	66.6430976430977	1	54142	prediction=20
#FFEDE7	16.7969696969697	66.6430976430977	1	54143	prediction=20
#FFEDE7	16.9828282828283	66.6430976430977	1	54144	prediction=20
#FFEDE7	17.1686868686869	66.6430976430977	1	54145	prediction=20
#FFEDE7	17.1793073593074	66.6969696969697	1	54146	prediction=20
#FFEDE7	17.3545454545455	67.0779220779221	1	54147	prediction=20
#FFEDE7	17.3731313131313	67.1010101010101	1	54148	prediction=20
#FFEDE7	17.3545454545455	67.1414141414142	1	54149	prediction=20
#FFEDE7	17.1686868686869	67.1414141414142	1	54150	prediction=20
#FFEDE7	17.0014141414141	67.5050505050505	1	54151	prediction=20
#FFEDE7	16.9828282828283	67.5454545454546	1	54152	prediction=20
#FFEDE7	16.7969696969697	67.5454545454546	1	54153	prediction=20
#FFEDE7	16.6111111111111	67.5454545454546	1	54154	prediction=20
#FFEDE7	16.4252525252525	67.5454545454546	1	54155	prediction=20
#FFEDE7	16.2393939393939	67.5454545454546	1	54156	prediction=20
#FFEDE7	16.0721212121212	67.9090909090909	1	54157	prediction=20
#FFEDE7	16.0535353535354	67.949494949495	1	54158	prediction=20
#FFEDE7	15.8676767676768	67.949494949495	1	54159	prediction=20
#FFEDE7	15.7662993572084	68.3131313131313	1	54160	prediction=20
#FFEDE7	15.6818181818182	68.6161616161616	1	54161	prediction=20
#FFEDE7	15.6198653198653	68.7171717171717	1	54162	prediction=20
#FFEDE7	15.6103341103341	69.1212121212121	1	54163	prediction=20
#FFEDE7	15.6818181818182	69.2766122766123	1	54164	prediction=20
#FFEDE7	15.8676767676768	69.2766122766123	1	54165	prediction=20
#FFEDE7	16.0535353535354	69.2766122766123	1	54166	prediction=20
#FFEDE7	16.2393939393939	69.2766122766123	1	54167	prediction=20
#FFEDE7	16.4252525252525	69.2766122766123	1	54168	prediction=20
#FFEDE7	16.6111111111111	69.4098124098124	1	54169	prediction=20
#FFEDE7	16.7969696969697	69.4098124098124	1	54170	prediction=20
#FFEDE7	16.8500721500721	69.5252525252525	1	54171	prediction=20
#FFEDE7	16.7969696969697	69.6329966329966	1	54172	prediction=20
#FFEDE7	16.6111111111111	69.6329966329966	1	54173	prediction=20
#FFEDE7	16.4252525252525	69.6329966329966	1	54174	prediction=20
#FFEDE7	16.2393939393939	69.6329966329966	1	54175	prediction=20
#FFEDE7	16.0535353535354	69.7611885276119	1	54176	prediction=20
#FFEDE7	15.8676767676768	69.7611885276119	1	54177	prediction=20
#FFEDE7	15.6818181818182	69.7611885276119	1	54178	prediction=20
#FFEDE7	15.4959595959596	69.7611885276119	1	54179	prediction=20
#FFEDE7	15.4186315711863	69.9292929292929	1	54180	prediction=20
#FFEDE7	15.310101010101	70.1652289316523	1	54181	prediction=20
#FFEDE7	15.1242424242424	70.1652289316523	1	54182	prediction=20
